Time (seconds),x0,x1,x2,x3,x4,x5
7.629,1186,1188,0,1204,1203,0
7.638,1190,1188,0,1198,1203,0
7.647,1184,1188,0,1205,1203,0
7.655,1184,1188,0,1201,1203,0
7.663,1185,1188,0,1207,1203,0
7.671,1185,1188,0,1204,1203,0
7.678,1184,1188,0,1202,1203,0
7.687,1187,1188,0,1205,1203,0
7.699,1189,1188,0,1204,1203,0
7.709,1186,1188,0,1204,1203,0
7.717,1183,1188,0,1205,1203,0
7.727,1186,1188,0,1204,1203,0
7.736,1182,1188,0,1205,1203,0
7.745,1185,1187,0,1199,1203,0
7.755,1184,1187,0,1205,1203,0
7.763,1188,1187,0,1202,1203,0
7.774,1193,1188,0,1198,1203,0
7.783,1187,1187,0,1208,1203,0
7.794,1189,1188,0,1200,1203,0
7.805,1189,1188,0,1202,1203,0
7.814,1185,1187,0,1207,1203,0
7.826,1186,1187,0,1198,1203,0
7.837,1189,1187,0,1197,1203,0
7.85,1188,1187,0,1200,1203,0
7.863,1192,1188,0,1207,1203,0
7.874,1188,1188,0,1198,1203,0
7.887,1187,1187,0,1206,1203,0
7.896,1188,1187,0,1207,1203,0
7.906,1187,1187,0,1200,1203,0
7.918,1186,1187,0,1202,1203,0
7.93,1188,1187,0,1206,1203,0
7.941,1188,1187,0,1203,1203,0
7.953,1192,1188,0,1199,1203,0
7.965,1185,1187,0,1202,1203,0
7.974,1185,1187,0,1198,1203,0
7.986,1187,1187,0,1210,1203,0
7.999,1191,1187,0,1208,1203,0
8.01,1191,1187,0,1207,1203,0
8.019,1191,1188,0,1203,1203,0
8.028,1186,1187,0,1207,1203,0
8.047,1190,1188,0,1206,1203,0
8.056,1191,1188,0,1202,1203,0
8.065,1190,1188,0,1201,1203,0
8.075,1187,1188,0,1208,1203,0
8.084,1188,1188,0,1205,1203,0
8.097,1191,1188,0,1204,1203,0
8.106,1187,1188,0,1209,1203,0
8.115,1186,1187,0,1202,1203,0
8.128,1186,1187,0,1202,1203,0
8.139,1186,1187,0,1202,1203,0
8.151,1186,1187,0,1202,1203,0
8.164,1195,1187,0,1202,1203,0
8.176,1190,1188,0,1204,1203,0
8.187,1186,1187,0,1209,1203,0
8.198,1191,1188,0,1204,1203,0
8.211,1190,1188,0,1202,1203,0
8.219,1196,1188,0,1203,1203,0
8.23,1199,1188,0,1210,1203,0
8.241,1218,1188,0,1206,1203,0
8.25,1324,1188,136,1207,1203,0
8.261,1414,1188,226,1207,1203,0
8.273,1419,1188,231,1206,1203,0
8.284,1431,1188,243,1202,1203,0
8.294,1436,1188,248,1204,1203,0
8.303,1445,1188,257,1202,1203,0
8.313,1446,1188,258,1205,1203,0
8.324,1450,1188,262,1209,1203,0
8.332,1455,1188,267,1211,1203,0
8.343,1452,1188,264,1207,1203,0
8.354,1454,1188,266,1206,1203,0
8.365,1459,1188,271,1204,1203,0
8.377,1456,1188,268,1211,1203,0
8.388,1457,1188,269,1204,1203,0
8.397,1454,1188,266,1202,1203,0
8.406,1449,1188,261,1204,1203,0
8.416,1442,1188,254,1205,1203,0
8.427,1431,1188,243,1208,1203,0
8.436,1401,1188,213,1203,1203,0
8.447,1331,1188,143,1209,1203,0
8.457,1254,1188,66,1202,1203,0
8.467,1217,1188,0,1205,1203,0
8.477,1201,1188,0,1207,1203,0
8.484,1193,1188,0,1203,1203,0
8.493,1190,1188,0,1202,1203,0
8.5,1188,1188,0,1201,1203,0
8.508,1186,1188,0,1201,1203,0
8.516,1192,1188,0,1213,1203,0
8.527,1191,1188,0,1203,1203,0
8.536,1187,1188,0,1203,1203,0
8.545,1188,1188,0,1203,1203,0
8.555,1187,1188,0,1199,1203,0
8.566,1183,1188,0,1207,1203,0
8.575,1189,1188,0,1204,1203,0
8.584,1189,1188,0,1203,1203,0
8.596,1186,1188,0,1205,1203,0
8.606,1191,1188,0,1205,1203,0
8.617,1185,1188,0,1204,1203,0
8.629,1189,1188,0,1199,1203,0
8.64,1184,1188,0,1199,1203,0
8.651,1188,1188,0,1204,1203,0
8.663,1185,1188,0,1202,1203,0
8.674,1189,1188,0,1210,1203,0
8.682,1184,1188,0,1211,1203,0
8.691,1184,1188,0,1209,1203,0
8.699,1186,1188,0,1210,1203,0
8.711,1186,1188,0,1206,1203,0
8.722,1189,1188,0,1202,1203,0
8.732,1190,1188,0,1200,1203,0
8.742,1185,1188,0,1208,1203,0
8.749,1186,1188,0,1201,1203,0
8.76,1195,1188,0,1201,1203,0
8.77,1187,1188,0,1203,1203,0
8.78,1186,1188,0,1206,1203,0
8.789,1189,1188,0,1208,1203,0
8.798,1185,1188,0,1210,1203,0
8.81,1184,1188,0,1206,1203,0
8.822,1185,1188,0,1207,1203,0
8.832,1185,1188,0,1203,1203,0
8.844,1190,1188,0,1210,1203,0
8.855,1195,1188,0,1205,1203,0
8.868,1186,1188,0,1198,1203,0
8.881,1194,1188,0,1203,1203,0
8.892,1188,1188,0,1207,1203,0
8.902,1182,1188,0,1199,1203,0
8.911,1185,1188,0,1203,1203,0
8.922,1182,1188,0,1199,1203,0
8.932,1186,1188,0,1203,1203,0
8.943,1188,1188,0,1203,1203,0
8.954,1188,1188,0,1202,1203,0
8.963,1186,1188,0,1207,1203,0
8.973,1190,1188,0,1201,1203,0
8.984,1185,1188,0,1207,1203,0
8.995,1185,1188,0,1209,1203,0
9.007,1191,1188,0,1206,1203,0
9.015,1183,1188,0,1205,1203,0
9.025,1185,1187,0,1206,1203,0
9.036,1182,1187,0,1207,1203,0
9.047,1185,1187,0,1202,1203,0
9.057,1182,1187,0,1205,1203,0
9.069,1186,1187,0,1205,1203,0
9.082,1184,1187,0,1208,1203,0
9.096,1185,1187,0,1206,1203,0
9.106,1184,1187,0,1199,1203,0
9.117,1194,1187,0,1205,1203,0
9.125,1186,1187,0,1205,1203,0
9.133,1190,1187,0,1199,1203,0
9.14,1185,1187,0,1205,1203,0
9.147,1191,1187,0,1199,1203,0
9.154,1184,1187,0,1202,1203,0
9.162,1187,1187,0,1205,1203,0
9.169,1187,1187,0,1208,1203,0
9.178,1195,1187,0,1206,1203,0
9.185,1187,1187,0,1205,1203,0
9.194,1201,1187,0,1211,1203,0
9.201,1188,1187,0,1206,1203,0
9.209,1186,1187,0,1203,1203,0
9.216,1190,1187,0,1198,1203,0
9.223,1188,1187,0,1206,1203,0
9.233,1187,1187,0,1203,1203,0
9.241,1188,1187,0,1199,1203,0
9.25,1190,1187,0,1206,1203,0
9.259,1191,1187,0,1201,1203,0
9.268,1191,1187,0,1205,1203,0
9.276,1190,1187,0,1207,1203,0
9.286,1193,1188,0,1210,1203,0
9.293,1192,1188,0,1204,1203,0
9.302,1193,1188,0,1205,1203,0
9.312,1196,1188,0,1203,1203,0
9.322,1191,1188,0,1201,1203,0
9.332,1191,1188,0,1207,1203,0
9.341,1197,1188,0,1199,1203,0
9.351,1192,1188,0,1206,1203,0
9.36,1194,1188,0,1207,1203,0
9.371,1196,1188,0,1206,1203,0
9.384,1197,1188,0,1208,1203,0
9.396,1197,1188,0,1202,1203,0
9.408,1196,1188,0,1201,1203,0
9.417,1197,1188,0,1208,1203,0
9.427,1201,1188,0,1204,1203,0
9.436,1200,1188,0,1206,1203,0
9.445,1202,1188,0,1209,1203,0
9.453,1200,1188,0,1203,1203,0
9.464,1202,1188,0,1204,1203,0
9.477,1207,1188,0,1205,1203,0
9.488,1216,1188,0,1208,1203,0
9.501,1228,1188,0,1212,1203,0
9.512,1255,1188,67,1206,1203,0
9.523,1368,1188,180,1203,1203,0
9.534,1436,1188,248,1206,1203,0
9.545,1448,1188,260,1208,1203,0
9.554,1450,1188,262,1203,1203,0
9.562,1457,1188,269,1209,1203,0
9.571,1454,1188,266,1214,1203,0
9.582,1466,1188,278,1210,1203,0
9.592,1460,1188,272,1204,1203,0
9.603,1463,1188,275,1208,1203,0
9.613,1461,1188,273,1203,1203,0
9.623,1465,1188,277,1206,1203,0
9.633,1467,1188,279,1208,1203,0
9.644,1466,1188,278,1202,1203,0
9.653,1468,1188,280,1208,1203,0
9.662,1465,1188,277,1208,1203,0
9.671,1465,1188,277,1207,1203,0
9.68,1460,1188,272,1200,1203,0
9.688,1462,1188,274,1209,1203,0
9.697,1454,1188,266,1202,1203,0
9.707,1451,1188,263,1202,1203,0
9.717,1430,1188,242,1203,1203,0
9.727,1378,1188,190,1203,1203,0
9.738,1305,1188,117,1203,1203,0
9.748,1249,1188,61,1208,1203,0
9.758,1223,1188,0,1205,1203,0
9.767,1214,1189,0,1206,1203,0
9.775,1198,1189,0,1205,1203,0
9.784,1197,1189,0,1205,1203,0
9.794,1197,1189,0,1204,1203,0
9.801,1195,1189,0,1206,1203,0
9.808,1195,1189,0,1203,1203,0
9.816,1192,1189,0,1201,1203,0
9.825,1190,1189,0,1206,1203,0
9.832,1187,1189,0,1202,1203,0
9.84,1188,1189,0,1205,1203,0
9.852,1186,1189,0,1204,1203,0
9.865,1186,1189,0,1206,1203,0
9.877,1194,1189,0,1207,1203,0
9.887,1188,1189,0,1205,1203,0
9.897,1189,1189,0,1207,1203,0
9.908,1190,1189,0,1208,1203,0
9.921,1188,1189,0,1198,1203,0
9.931,1191,1189,0,1207,1203,0
9.941,1184,1189,0,1206,1203,0
9.953,1186,1189,0,1204,1203,0
9.964,1185,1189,0,1206,1203,0
9.974,1188,1189,0,1199,1203,0
9.986,1183,1189,0,1204,1203,0
9.995,1188,1189,0,1209,1203,0
10.006,1184,1189,0,1200,1203,0
10.018,1187,1189,0,1210,1203,0
10.027,1191,1189,0,1210,1203,0
10.037,1186,1189,0,1205,1203,0
10.047,1184,1188,0,1204,1203,0
10.058,1185,1188,0,1201,1203,0
10.069,1187,1188,0,1208,1203,0
10.081,1186,1188,0,1204,1203,0
10.092,1195,1188,0,1206,1203,0
10.102,1186,1188,0,1208,1203,0
10.112,1185,1188,0,1202,1203,0
10.12,1185,1188,0,1198,1203,0
10.128,1185,1188,0,1203,1203,0
10.141,1184,1188,0,1205,1203,0
10.149,1186,1188,0,1210,1203,0
10.157,1183,1188,0,1199,1203,0
10.166,1188,1188,0,1202,1203,0
10.175,1184,1188,0,1202,1203,0
10.185,1183,1188,0,1203,1203,0
10.196,1187,1188,0,1200,1203,0
10.207,1187,1188,0,1203,1203,0
10.215,1196,1188,0,1199,1203,0
10.225,1183,1188,0,1203,1203,0
10.237,1182,1188,0,1204,1203,0
10.248,1190,1188,0,1205,1203,0
10.259,1193,1188,0,1208,1203,0
10.271,1188,1188,0,1207,1203,0
10.284,1185,1188,0,1204,1203,0
10.296,1187,1188,0,1206,1203,0
10.305,1188,1188,0,1199,1203,0
10.319,1188,1188,0,1202,1203,0
10.327,1193,1188,0,1205,1203,0
10.337,1187,1188,0,1197,1203,0
10.347,1188,1188,0,1202,1203,0
10.356,1188,1188,0,1204,1203,0
10.364,1187,1188,0,1206,1203,0
10.372,1187,1188,0,1200,1203,0
10.381,1187,1188,0,1206,1203,0
10.393,1188,1188,0,1202,1203,0
10.405,1187,1188,0,1205,1203,0
10.416,1188,1188,0,1207,1203,0
10.428,1188,1188,0,1206,1203,0
10.436,1187,1188,0,1207,1203,0
10.446,1188,1188,0,1199,1203,0
10.458,1188,1188,0,1204,1203,0
10.467,1188,1188,0,1203,1203,0
10.476,1187,1188,0,1207,1203,0
10.485,1189,1188,0,1208,1203,0
10.494,1187,1188,0,1206,1203,0
10.504,1189,1188,0,1200,1203,0
10.517,1189,1188,0,1206,1203,0
10.529,1188,1188,0,1204,1203,0
10.54,1197,1188,0,1202,1203,0
10.551,1193,1188,0,1202,1203,0
10.562,1191,1188,0,1206,1203,0
10.57,1192,1188,0,1204,1203,0
10.58,1193,1188,0,1207,1203,0
10.588,1197,1188,0,1200,1203,0
10.597,1196,1188,0,1207,1203,0
10.607,1192,1188,0,1201,1203,0
10.617,1196,1188,0,1205,1203,0
10.629,1196,1188,0,1205,1203,0
10.641,1196,1188,0,1202,1203,0
10.651,1192,1188,0,1202,1203,0
10.66,1197,1188,0,1209,1203,0
10.673,1198,1188,0,1206,1203,0
10.684,1196,1189,0,1203,1203,0
10.695,1199,1189,0,1202,1203,0
10.708,1194,1189,0,1204,1203,0
10.719,1201,1189,0,1210,1203,0
10.732,1196,1189,0,1208,1203,0
10.745,1200,1189,0,1206,1203,0
10.755,1199,1189,0,1200,1203,0
10.764,1201,1189,0,1204,1203,0
10.775,1195,1189,0,1205,1203,0
